Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,1,Travel_Rarely,1022,Sales,25,3,Other,4,Male,68,2,2,Sales Executive,2,Single,8944,20130,5,No,19,3,4,2,5,2,2,1,1,0,1
38,0,Travel_Rarely,1085,Sales,10,1,Life Sciences,4,Male,36,1,1,Sales Representative,2,Married,5302,9879,2,No,13,3,3,0,3,3,3,1,1,0,0
40,1,Travel_Rarely,1353,Sales,27,3,Medical,1,Male,83,3,2,Sales Executive,2,Married,9354,5952,4,Yes,11,3,1,0,10,2,3,10,0,5,0
48,1,Non-Travel,820,Research & Development,2,3,Other,3,Male,74,4,1,Laboratory Technician,4,Divorced,5365,4389,8,Yes,15,3,2,1,3,3,3,1,1,1,0
25,0,Non-Travel,647,Research & Development,26,2,Other,1,Male,94,3,4,Manager,4,Married,14797,2131,0,No,14,3,2,3,8,3,3,4,1,0,4
49,1,Travel_Rarely,537,Sales,1,2,Marketing,4,Female,45,3,2,Sales Executive,4,Single,8662,23799,8,Yes,14,3,4,1,10,3,2,3,3,3,1
24,0,Travel_Rarely,1200,Research & Development,22,2,Technical Degree,3,Male,77,3,2,Healthcare Representative,3,Married,8898,23246,2,Yes,12,3,4,0,6,3,3,6,1,0,5
30,0,Travel_Rarely,174,Research & Development,15,4,Other,3,Male,77,1,5,Research Director,3,Single,17734,21744,3,No,13,3,4,0,12,3,1,2,2,1,1
28,1,Travel_Rarely,1217,Research & Development,18,1,Life Sciences,2,Male,34,3,3,Manufacturing Director,3,Married,11625,25892,4,No,20,4,4,1,7,4,1,2,1,1,1
50,1,Travel_Rarely,908,Research & Development,1,4,Medical,3,Female,72,2,4,Manager,1,Single,15234,26524,4,No,12,3,1,0,9,2,3,1,1,1,0
46,0,Travel_Rarely,946,Research & Development,17,4,Other,1,Female,79,4,5,Manager,1,Married,18736,9730,1,No,14,3,1,1,13,2,2,7,7,4,5
43,0,Travel_Rarely,163,Research & Development,25,4,Technical Degree,3,Female,95,2,2,Manufacturing Director,3,Divorced,8886,19358,3,No,12,3,4,0,6,3,3,6,5,0,2
22,1,Travel_Rarely,216,Sales,8,3,Marketing,1,Female,53,3,1,Sales Representative,3,Divorced,5393,26281,0,Yes,25,4,4,0,4,5,3,1,0,0,0
22,0,Non-Travel,436,Sales,14,1,Marketing,3,Male,33,3,2,Sales Executive,2,Single,8506,19293,6,No,14,3,3,1,4,0,3,2,1,0,1
45,0,Travel_Frequently,1209,Research & Development,13,3,Technical Degree,4,Male,75,2,4,Manager,4,Divorced,14441,17597,7,No,20,4,3,1,8,3,2,7,4,3,3
41,1,Travel_Rarely,1198,Sales,4,1,Other,3,Male,32,3,1,Sales Representative,1,Married,5867,19131,5,Yes,24,4,3,0,5,4,3,5,1,3,0
35,0,Non-Travel,557,Sales,12,3,Marketing,4,Male,91,3,3,Sales Executive,2,Married,11703,20688,2,Yes,11,3,3,0,10,2,3,2,1,2,1
28,1,Travel_Rarely,492,Research & Development,6,4,Other,2,Female,87,3,2,Research Scientist,4,Married,8927,13155,3,No,23,4,2,0,10,1,2,2,1,2,0
55,0,Travel_Rarely,1114,Research & Development,9,3,Life Sciences,3,Male,36,4,2,Research Scientist,3,Married,9394,25785,3,Yes,23,4,3,0,9,6,4,8,3,1,8
55,1,Travel_Frequently,1060,Sales,25,3,Other,2,Male,31,3,1,Sales Representative,3,Single,5015,23559,1,No,25,4,4,1,5,5,3,3,0,3,2
41,0,Travel_Rarely,751,Research & Development,19,4,Life Sciences,3,Female,75,3,4,Manager,3,Single,15565,9758,6,No,16,3,4,2,14,4,3,3,0,1,3
25,1,Travel_Frequently,564,Research & Development,5,3,Life Sciences,1,Male,63,4,1,Research Scientist,1,Married,5157,9269,0,No,25,4,2,1,5,6,3,2,0,2,0
35,1,Travel_Rarely,861,Research & Development,18,4,Technical Degree,4,Male,86,3,3,Healthcare Representative,4,Single,12362,20741,8,Yes,14,3,3,0,9,2,2,9,2,4,9
42,1,Travel_Frequently,1284,Sales,17,3,Other,4,Female,62,2,1,Sales Representative,3,Married,5626,19254,0,Yes,12,3,1,1,2,0,3,2,2,2,1
34,0,Travel_Rarely,823,Sales,24,4,Marketing,1,Male,90,1,2,Sales Executive,3,Divorced,8275,3942,3,Yes,15,3,1,1,4,3,4,3,1,1,2
37,0,Travel_Rarely,570,Research & Development,7,2,Medical,2,Male,48,2,5,Manager,3,Married,18994,6035,4,No,18,3,4,0,16,3,4,4,1,2,1
58,0,Travel_Rarely,1160,Human Resources,7,3,Other,2,Male,43,3,5,Manager,4,Married,18481,14186,6,No,21,4,1,1,11,5,3,9,4,7,6
57,0,Travel_Rarely,852,Research & Development,27,1,Other,3,Female,56,3,2,Healthcare Representative,3,Divorced,8505,11023,6,No,12,3,3,1,6,5,4,4,1,2,0
47,0,Travel_Rarely,1287,Research & Development,1,2,Life Sciences,3,Female,63,3,5,Research Director,3,Divorced,17951,13573,6,No,12,3,2,0,13,5,1,9,3,2,4
37,1,Travel_Rarely,357,Research & Development,13,4,Medical,4,Male,54,3,4,Research Director,4,Single,14724,19358,6,No,18,3,1,0,10,3,1,7,6,3,1
33,1,Travel_Rarely,1271,Research & Development,28,3,Medical,4,Male,81,4,1,Research Scientist,3,Single,5493,2022,6,No,19,3,2,0,3,3,2,3,1,3,0
36,0,Travel_Rarely,1498,Research & Development,6,4,Technical Degree,4,Male,70,1,4,Manager,4,Married,15483,3507,6,No,22,4,3,0,18,0,3,2,1,1,0
39,0,Travel_Frequently,863,Sales,13,3,Other,4,Male,45,3,5,Manager,3,Single,19068,25074,7,No,11,3,4,1,21,2,3,21,5,15,19
48,0,Travel_Rarely,726,Research & Development,1,3,Technical Degree,4,Male,68,3,2,Healthcare Representative,1,Divorced,9061,8601,7,No,22,4,2,0,6,2,3,5,1,1,2
58,0,Travel_Rarely,1485,Research & Development,16,3,Technical Degree,3,Female,98,1,2,Manufacturing Director,3,Single,9062,12995,2,No,19,3,4,0,10,3,4,3,1,2,2
43,1,Travel_Frequently,1045,Research & Development,23,4,Technical Degree,3,Female,94,2,2,Healthcare Representative,4,Married,8550,17467,1,No,14,3,2,1,8,3,2,5,5,4,4
46,1,Travel_Rarely,344,Research & Development,25,2,Medical,3,Female,73,2,3,Manufacturing Director,3,Single,12392,19769,1,No,12,3,2,1,9,5,2,5,2,4,0
49,0,Travel_Rarely,574,Research & Development,1,4,Technical Degree,1,Male,78,4,3,Manufacturing Director,4,Married,12793,26297,8,No,15,3,1,2,15,2,3,3,0,1,0
34,1,Travel_Rarely,891,Research & Development,20,3,Other,1,Female,96,3,1,Laboratory Technician,1,Divorced,5170,19693,5,Yes,16,3,2,0,4,1,3,3,3,0,3
37,1,Travel_Frequently,855,Research & Development,21,4,Medical,3,Male,50,3,4,Research Director,2,Single,14492,20909,6,Yes,22,4,4,0,8,3,2,6,5,0,5
21,0,Travel_Rarely,1073,Research & Development,6,4,Technical Degree,4,Female,69,3,2,Healthcare Representative,4,Divorced,8278,13672,0,Yes,22,4,4,1,4,2,3,3,1,3,3
45,0,Non-Travel,625,Sales,1,1,Other,2,Female,95,3,1,Sales Representative,2,Married,5098,3180,2,No,14,3,3,1,5,4,3,1,1,0,0
36,0,Non-Travel,1099,Sales,21,5,Other,4,Male,53,4,1,Sales Representative,4,Married,5791,21447,2,No,18,3,3,1,5,2,3,4,3,1,1
53,0,Travel_Rarely,1161,Research & Development,7,4,Technical Degree,2,Male,88,2,1,Laboratory Technician,4,Single,5720,17402,3,No,17,3,4,1,4,2,3,4,2,2,2
55,1,Travel_Rarely,1269,Sales,7,3,Life Sciences,1,Male,41,3,2,Sales Executive,4,Divorced,9253,14210,8,Yes,23,4,3,0,9,5,2,7,2,0,7
29,1,Travel_Rarely,918,Research & Development,14,1,Medical,1,Male,83,3,4,Research Director,3,Single,15009,17866,7,No,20,4,4,1,10,2,2,2,1,1,1
46,1,Travel_Rarely,378,Human Resources,17,4,Medical,1,Female,88,4,1,Human Resources,3,Single,5487,10637,1,Yes,11,3,2,1,5,2,2,5,2,5,2
42,1,Travel_Rarely,1326,Research & Development,23,4,Other,1,Female,93,3,1,Research Scientist,4,Divorced,4995,21485,5,Yes,12,3,2,3,3,4,2,1,1,1,1
46,0,Travel_Frequently,122,Sales,16,4,Life Sciences,2,Female,38,1,3,Sales Executive,4,Married,12316,3781,2,Yes,13,3,3,1,9,2,3,1,1,0,0
38,0,Travel_Rarely,1435,Research & Development,28,3,Technical Degree,2,Female,75,1,3,Manufacturing Director,1,Married,11883,14842,5,No,18,3,4,0,9,3,3,9,5,1,9
25,0,Travel_Rarely,1381,Sales,10,2,Other,2,Female,87,2,2,Sales Executive,4,Married,8755,22003,5,No,18,3,3,1,5,2,3,1,0,1,0
20,0,Travel_Frequently,1213,Sales,16,3,Other,4,Male,37,2,4,Manager,4,Married,14466,23711,2,No,14,3,3,0,8,6,3,4,3,1,0
41,0,Travel_Rarely,943,Research & Development,2,3,Medical,4,Male,48,3,2,Healthcare Representative,4,Married,8852,26408,5,No,12,3,4,0,8,6,2,1,1,0,1
58,0,Travel_Frequently,339,Sales,10,2,Marketing,4,Male,56,3,5,Manager,4,Married,18522,13223,5,No,23,4,4,1,20,1,3,9,6,9,7
59,1,Travel_Rarely,879,Sales,27,3,Medical,1,Female,84,4,5,Manager,1,Single,19023,15723,6,No,24,4,2,2,17,2,2,10,1,1,10
22,0,Travel_Rarely,1197,Research & Development,16,2,Other,3,Male,39,2,4,Manager,4,Divorced,14575,9802,0,No,18,3,4,0,8,2,4,4,3,1,1
59,1,Travel_Rarely,1321,Research & Development,18,3,Other,2,Male,73,3,1,Research Scientist,3,Single,5338,9611,7,Yes,17,3,2,1,5,2,2,1,1,1,1
41,1,Travel_Rarely,253,Sales,29,4,Life Sciences,2,Female,31,3,1,Sales Representative,1,Single,5076,9903,0,Yes,19,3,3,1,2,3,3,1,0,1,0
50,1,Travel_Rarely,1229,Research & Development,10,3,Other,2,Male,94,3,5,Manager,2,Single,19056,13385,7,No,24,4,2,0,18,2,3,10,5,8,4
24,1,Travel_Frequently,1067,Research & Development,2,1,Life Sciences,1,Female,93,2,1,Laboratory Technician,3,Single,5016,21219,2,No,20,4,4,0,4,3,2,2,0,1,2
23,0,Travel_Rarely,313,Research & Development,6,3,Other,2,Female,49,2,2,Research Scientist,2,Married,8221,24278,0,Yes,17,3,2,0,5,5,3,5,3,1,0
33,1,Travel_Rarely,1201,Sales,5,4,Marketing,1,Female,85,3,2,Sales Executive,3,Single,8891,4105,2,Yes,12,3,4,0,4,3,2,2,2,0,1
31,0,Travel_Rarely,955,Sales,13,3,Marketing,1,Male,77,3,2,Sales Executive,3,Divorced,8445,21179,1,No,11,3,3,1,7,2,3,1,1,0,1
37,1,Travel_Rarely,621,Research & Development,6,2,Technical Degree,1,Male,79,3,1,Research Scientist,4,Married,5337,24286,2,No,12,3,1,0,5,3,2,1,0,1,1
32,1,Travel_Rarely,430,Research & Development,20,3,Technical Degree,2,Female,78,3,1,Laboratory Technician,3,Divorced,5169,24145,8,Yes,13,3,1,0,3,4,4,1,1,0,1
34,0,Travel_Rarely,639,Human Resources,19,4,Other,3,Male,51,3,1,Human Resources,3,Married,5694,16250,1,Yes,13,3,4,1,5,2,2,2,2,2,1
55,1,Travel_Frequently,310,Research & Development,8,4,Other,1,Female,86,3,2,Laboratory Technician,2,Married,9145,24107,4,No,11,3,4,0,10,3,1,4,0,0,2
50,1,Travel_Frequently,152,Research & Development,26,3,Technical Degree,4,Female,31,2,2,Laboratory Technician,4,Married,8340,22291,0,Yes,11,3,4,1,5,3,3,5,1,3,3
26,0,Non-Travel,1283,Research & Development,14,3,Technical Degree,2,Male,37,4,2,Research Scientist,4,Married,8234,9008,4,Yes,12,3,3,0,4,3,3,2,2,0,0
24,0,Travel_Frequently,182,Sales,24,1,Life Sciences,2,Male,95,2,4,Manager,4,Married,14751,13481,0,Yes,12,3,1,0,8,2,3,5,5,1,2
55,0,Travel_Rarely,674,Research & Development,9,3,Life Sciences,3,Female,97,3,5,Manager,4,Divorced,18168,13981,3,No,14,3,1,1,16,0,3,9,2,2,7
50,0,Travel_Rarely,120,Sales,16,3,Marketing,4,Female,35,4,4,Manager,3,Married,15934,11664,2,No,22,4,1,1,20,2,3,5,3,4,3
41,0,Travel_Rarely,1410,Sales,26,4,Medical,3,Female,36,4,5,Manager,4,Divorced,17921,10808,8,No,15,3,4,0,14,2,2,7,7,0,1
38,0,Travel_Rarely,1357,Sales,16,3,Marketing,4,Female,71,1,4,Manager,3,Single,14993,4291,6,No,23,4,2,0,10,3,3,10,0,7,6
28,0,Travel_Rarely,789,Research & Development,8,2,Technical Degree,3,Female,53,4,2,Manufacturing Director,3,Divorced,8460,6782,3,No,12,3,4,1,7,2,3,5,0,3,5
49,1,Travel_Rarely,1382,Sales,28,3,Life Sciences,1,Male,46,3,1,Sales Representative,3,Married,5122,15500,1,Yes,12,3,1,0,4,2,3,1,0,1,0
47,0,Travel_Rarely,310,Research & Development,10,2,Medical,3,Female,67,3,4,Manager,3,Divorced,15311,10820,4,No,15,3,1,1,13,2,3,2,2,1,2
57,1,Travel_Frequently,138,Research & Development,25,3,Life Sciences,4,Male,42,2,1,Research Scientist,2,Single,5441,8265,4,No,22,4,2,2,4,3,3,4,3,2,4
46,1,Non-Travel,949,Research & Development,14,5,Technical Degree,1,Male,52,4,2,Manufacturing Director,1,Married,9210,20174,1,Yes,19,3,4,1,9,4,2,3,1,0,0
20,0,Travel_Rarely,1058,Research & Development,25,4,Other,1,Male,82,3,4,Manager,1,Married,15210,23584,2,Yes,18,3,1,1,8,3,3,3,3,0,1
56,1,Travel_Rarely,111,Research & Development,6,4,Medical,1,Female,80,4,1,Laboratory Technician,4,Single,5427,21072,7,Yes,21,4,1,1,4,5,3,2,2,2,2
56,1,Travel_Rarely,1240,Research & Development,15,4,Other,4,Male,55,2,1,Research Scientist,1,Married,5348,7767,0,Yes,12,3,2,1,4,3,1,3,2,2,1
56,1,Travel_Rarely,498,Research & Development,12,3,Other,2,Male,55,3,2,Healthcare Representative,1,Married,8114,16466,5,Yes,17,3,4,1,4,2,2,4,1,2,4
58,1,Travel_Rarely,358,Research & Development,9,3,Life Sciences,2,Male,39,2,1,Laboratory Technician,3,Divorced,5340,3824,2,Yes,24,4,1,1,5,2,1,3,2,0,2
48,1,Travel_Rarely,308,Research & Development,20,4,Life Sciences,1,Female,91,4,1,Research Scientist,3,Single,4838,11047,2,Yes,18,3,4,0,3,3,3,1,1,0,1
22,1,Travel_Rarely,1203,Research & Development,14,1,Life Sciences,3,Male,35,2,1,Laboratory Technician,4,Single,5032,25983,0,No,21,4,4,1,2,1,2,2,0,1,2
34,0,Travel_Rarely,1301,Research & Development,17,3,Other,2,Male,50,3,1,Laboratory Technician,3,Divorced,5496,2111,4,No,21,4,1,1,3,3,3,2,0,0,1
52,0,Travel_Rarely,1098,Research & Development,15,3,Other,4,Female,65,4,4,Manager,1,Divorced,15234,18668,3,No,17,3,2,0,9,5,2,2,1,2,2
42,1,Travel_Rarely,285,Research & Development,15,5,Medical,2,Male,41,1,1,Laboratory Technician,1,Married,5769,5712,8,No,14,3,4,0,3,2,3,2,2,2,1
38,0,Travel_Frequently,141,Research & Development,16,3,Life Sciences,3,Male,32,4,1,Laboratory Technician,4,Married,5760,5854,5,No,25,4,1,1,4,3,3,1,1,0,1
26,0,Travel_Rarely,1488,Sales,20,3,Medical,3,Male,51,3,4,Manager,1,Divorced,15120,5911,7,No,25,4,2,1,8,2,3,6,6,4,3
23,0,Travel_Frequently,966,Research & Development,9,4,Life Sciences,4,Female,68,3,1,Laboratory Technician,4,Single,5627,21775,4,Yes,16,3,2,1,2,0,2,1,1,1,1
50,0,Travel_Rarely,1053,Research & Development,10,4,Technical Degree,3,Male,30,2,2,Research Scientist,3,Divorced,8656,22511,8,No,18,3,4,1,6,4,4,6,0,5,4
43,1,Travel_Rarely,893,Research & Development,13,1,Other,1,Female,80,4,1,Laboratory Technician,3,Single,5279,8563,8,No,14,3,4,0,4,6,4,4,3,4,3
33,0,Non-Travel,1359,Research & Development,23,2,Technical Degree,3,Male,55,3,2,Research Scientist,1,Divorced,9001,4596,8,Yes,15,3,4,0,8,3,2,5,2,0,5
28,1,Travel_Frequently,261,Research & Development,3,3,Technical Degree,1,Male,86,2,5,Research Director,1,Single,18281,23196,2,No,11,3,3,0,10,3,4,1,1,1,1
48,1,Travel_Rarely,1239,Sales,21,2,Life Sciences,4,Female,58,2,1,Sales Representative,1,Married,5165,10728,2,No,18,3,4,1,2,5,2,1,0,1,0
38,0,Travel_Rarely,378,Research & Development,7,2,Technical Degree,1,Female,72,3,4,Manager,4,Single,14664,19458,1,No,18,3,4,1,8,2,2,8,1,5,5
36,0,Travel_Rarely,900,Sales,2,2,Medical,4,Female,49,2,5,Manager,1,Married,18407,14219,8,No,24,4,3,0,18,3,3,13,8,0,3
36,0,Travel_Rarely,1043,Sales,2,2,Medical,2,Male,81,2,5,Manager,2,Married,18554,15575,6,Yes,17,3,2,3,18,3,4,4,2,3,2
40,0,Travel_Frequently,145,Sales,13,2,Other,2,Male,47,4,3,Sales Executive,1,Married,12832,15708,6,Yes,19,3,1,1,15,1,3,2,1,1,2
36,0,Travel_Frequently,316,Sales,25,5,Marketing,2,Female,95,4,4,Manager,4,Single,15256,17903,7,No,23,4,4,1,15,3,3,14,11,10,5
46,0,Travel_Rarely,439,Research & Development,26,3,Medical,4,Female,33,4,5,Research Director,4,Married,18688,5904,8,No,16,3,3,0,19,3,3,9,3,3,6
43,0,Travel_Rarely,303,Research & Development,11,4,Technical Degree,1,Female,50,1,2,Research Scientist,4,Single,8913,8218,4,No,22,4,3,0,6,5,3,3,3,3,1
37,0,Travel_Frequently,618,Human Resources,23,3,Human Resources,1,Female,42,2,2,Human Resources,4,Single,8907,14925,0,No,21,4,3,1,10,2,2,8,1,2,8
50,1,Travel_Rarely,1369,Sales,20,4,Life Sciences,2,Male,34,2,1,Sales Representative,3,Single,4767,7769,4,No,14,3,4,1,2,3,4,1,1,1,0
31,0,Travel_Rarely,1208,Human Resources,12,1,Medical,2,Male,49,3,2,Human Resources,1,Single,8768,26346,8,No,18,3,2,2,6,2,3,1,1,1,1
42,0,Travel_Rarely,1485,Research & Development,2,1,Life Sciences,4,Female,98,1,4,Research Director,4,Divorced,15288,12846,2,Yes,13,3,2,0,13,2,4,4,2,4,0
34,1,Travel_Frequently,1039,Research & Development,14,3,Life Sciences,4,Female,44,3,2,Research Scientist,4,Single,8896,24052,0,Yes,21,4,2,0,5,0,3,3,1,2,1
31,0,Travel_Rarely,1041,Sales,14,4,Life Sciences,1,Male,89,3,4,Manager,4,Married,15222,24880,3,No,14,3,4,1,9,2,2,3,2,1,1
45,0,Non-Travel,1163,Research & Development,3,5,Medical,4,Male,83,2,3,Manufacturing Director,3,Single,12144,19897,1,No,11,3,3,1,8,3,2,7,3,3,7
43,0,Travel_Rarely,690,Research & Development,9,3,Other,4,Female,89,2,4,Research Director,4,Married,14435,25843,1,No,24,4,4,3,8,2,2,4,1,4,1
20,0,Travel_Frequently,1206,Human Resources,10,3,Medical,4,Female,82,3,4,Manager,4,Married,15296,7783,3,Yes,18,3,2,0,8,3,3,7,7,1,2
29,0,Non-Travel,1258,Research & Development,2,4,Technical Degree,3,Female,36,4,2,Research Scientist,3,Single,8532,14398,5,No,17,3,1,0,5,4,3,1,1,0,0
47,0,Travel_Rarely,666,Research & Development,12,4,Medical,3,Male,30,3,1,Laboratory Technician,1,Married,5466,23383,2,No,25,4,3,0,4,2,2,4,0,1,2
56,0,Travel_Rarely,856,Research & Development,7,2,Life Sciences,2,Female,38,1,3,Manufacturing Director,4,Married,11504,11601,0,No,25,4,4,0,10,2,4,10,10,7,7
50,1,Travel_Rarely,1057,Research & Development,26,3,Technical Degree,1,Male,70,2,1,Laboratory Technician,1,Divorced,5244,23387,0,Yes,23,4,1,0,4,6,2,1,0,1,1
44,0,Travel_Rarely,714,Research & Development,10,4,Other,1,Female,50,3,2,Healthcare Representative,1,Divorced,9332,8124,8,No,24,4,4,1,10,3,3,1,0,1,0
49,0,Travel_Rarely,763,Research & Development,3,1,Technical Degree,4,Male,80,3,2,Healthcare Representative,1,Divorced,8470,22353,7,Yes,25,4,2,2,9,3,3,9,4,3,5
47,0,Non-Travel,530,Research & Development,11,3,Other,3,Female,73,4,2,Healthcare Representative,2,Single,8513,18225,7,Yes,21,4,4,0,6,3,3,3,3,3,0
23,1,Travel_Frequently,1443,Sales,16,2,Other,3,Female,48,2,1,Sales Representative,1,Divorced,4967,23119,6,No,17,3,4,0,4,5,3,1,1,1,1
42,0,Travel_Rarely,341,Research & Development,7,4,Medical,2,Female,40,4,2,Laboratory Technician,2,Married,8968,10338,4,Yes,16,3,4,0,5,3,4,1,1,0,1
50,0,Travel_Rarely,947,Research & Development,9,2,Medical,2,Female,91,1,2,Manufacturing Director,3,Single,9443,13123,4,No,13,3,1,1,10,3,3,8,4,4,2
58,0,Travel_Rarely,1242,Sales,1,3,Other,4,Male,94,2,3,Sales Executive,3,Married,11908,24842,1,Yes,12,3,4,1,12,3,3,12,7,0,4
38,0,Travel_Rarely,1119,Research & Development,4,3,Technical Degree,3,Female,40,2,5,Research Director,1,Divorced,19176,26343,5,No,18,3,4,1,20,2,3,13,4,8,7
29,1,Travel_Frequently,1312,Research & Development,5,4,Other,3,Male,79,4,2,Healthcare Representative,2,Married,9117,23087,3,No,21,4,1,1,7,2,1,5,1,3,1
34,0,Travel_Rarely,1060,Sales,3,2,Medical,2,Female,70,2,1,Sales Representative,1,Divorced,4945,5194,1,No,25,4,3,1,2,1,3,2,2,0,0
34,1,Travel_Rarely,1103,Sales,23,3,Life Sciences,4,Male,72,3,1,Sales Representative,2,Single,5197,25530,3,Yes,24,4,3,1,3,0,3,2,2,1,0
21,0,Non-Travel,1104,Research & Development,19,5,Technical Degree,1,Male,47,3,5,Manager,4,Single,18111,5755,2,No,25,4,3,2,10,6,3,7,3,0,5
49,0,Travel_Rarely,119,Research & Development,21,2,Life Sciences,3,Female,89,3,2,Healthcare Representative,1,Single,9183,20120,4,Yes,15,3,4,1,7,2,3,6,5,1,4
34,0,Travel_Rarely,1014,Research & Development,6,2,Technical Degree,3,Male,61,4,1,Laboratory Technician,2,Divorced,5483,12280,0,No,21,4,4,1,4,0,3,2,1,1,0
38,0,Travel_Frequently,147,Research & Development,19,2,Life Sciences,2,Male,89,3,2,Manufacturing Director,4,Married,8411,24560,1,No,18,3,4,0,8,3,3,7,1,1,1
23,0,Travel_Frequently,283,Research & Development,20,2,Life Sciences,1,Male,65,2,1,Laboratory Technician,4,Married,5359,18361,5,No,14,3,4,2,2,2,4,2,0,2,0
20,0,Travel_Rarely,1443,Research & Development,11,4,Medical,2,Male,55,3,4,Research Director,4,Married,14765,23663,4,Yes,22,4,3,0,8,2,3,4,4,0,4
52,1,Travel_Rarely,227,Sales,2,2,Medical,3,Female,67,3,1,Sales Representative,3,Divorced,5392,12680,7,Yes,15,3,3,0,2,4,2,1,0,0,1
54,0,Travel_Rarely,1057,Research & Development,7,4,Other,2,Female,74,3,4,Manager,4,Single,15798,19107,1,No,18,3,3,0,19,5,3,19,9,5,8
35,1,Travel_Rarely,615,Research & Development,27,3,Medical,2,Male,86,2,1,Research Scientist,1,Divorced,4768,15342,8,No,13,3,3,1,2,3,3,1,0,0,0
36,1,Travel_Rarely,1323,Research & Development,19,4,Other,3,Male,69,3,1,Laboratory Technician,4,Married,5149,9110,0,Yes,16,3,1,1,3,0,1,1,0,1,0
44,0,Travel_Frequently,1038,Research & Development,26,3,Technical Degree,3,Male,46,3,2,Healthcare Representative,4,Married,8937,3210,6,No,13,3,2,0,7,2,3,3,3,3,0
48,0,Travel_Rarely,874,Research & Development,15,3,Medical,1,Female,80,1,4,Manager,2,Married,14852,26437,5,No,11,3,3,1,9,2,3,2,1,0,0
22,1,Travel_Rarely,663,Research & Development,27,2,Other,2,Male,78,3,1,Research Scientist,3,Married,4906,15317,6,Yes,21,4,2,1,2,2,3,1,0,0,1
36,0,Travel_Rarely,807,Research & Development,4,2,Life Sciences,2,Female,44,2,2,Healthcare Representative,2,Single,8684,18562,0,No,18,3,3,1,6,2,2,6,1,2,2
50,0,Travel_Rarely,130,Research & Development,6,2,Life Sciences,4,Female,56,3,5,Manager,3,Married,18176,14269,7,No,21,4,2,1,14,5,2,10,2,10,7
45,0,Travel_Rarely,511,Human Resources,16,4,Medical,4,Male,79,3,1,Human Resources,3,Divorced,5210,21008,0,No,22,4,1,1,4,2,1,2,1,2,0
40,0,Travel_Frequently,1344,Sales,24,4,Life Sciences,3,Male,76,3,4,Manager,2,Divorced,15745,22396,2,No,16,3,3,1,16,3,2,14,9,2,10
42,0,Travel_Rarely,847,Research & Development,14,4,Technical Degree,3,Male,80,2,4,Manager,3,Single,15214,8452,8,No,12,3,4,1,17,2,3,8,5,8,8
32,0,Travel_Rarely,276,Research & Development,24,4,Other,3,Female,30,3,4,Manager,3,Single,15086,4920,2,No,16,3,4,3,11,4,1,2,2,2,1
40,1,Travel_Rarely,132,Human Resources,2,2,Life Sciences,1,Male,81,3,5,Manager,4,Single,18398,26832,5,No,12,3,1,0,18,2,3,15,3,11,2
55,0,Travel_Frequently,1186,Research & Development,26,4,Technical Degree,4,Female,49,3,2,Research Scientist,4,Divorced,8485,12431,2,Yes,15,3,4,3,9,3,2,5,0,0,5
58,1,Travel_Rarely,364,Sales,1,3,Medical,2,Male,93,3,1,Sales Representative,2,Single,5742,21997,0,Yes,18,3,2,1,4,2,2,4,4,3,1
20,1,Travel_Frequently,573,Research & Development,27,3,Medical,1,Female,50,3,1,Laboratory Technician,4,Married,4932,21089,3,No,25,4,2,1,2,3,2,2,1,2,0
47,1,Travel_Frequently,921,Research & Development,29,3,Life Sciences,4,Male,35,3,4,Research Director,4,Divorced,16291,19328,2,Yes,17,3,4,0,19,2,2,15,13,15,12
32,0,Travel_Rarely,605,Sales,29,3,Marketing,2,Male,32,2,5,Manager,2,Married,18248,6333,0,No,18,3,4,0,14,3,3,6,2,2,6
55,1,Travel_Rarely,679,Research & Development,2,4,Medical,3,Female,99,3,3,Healthcare Representative,1,Single,12257,9148,4,Yes,13,3,4,1,10,5,3,10,7,1,1
58,0,Travel_Rarely,1235,Research & Development,26,3,Technical Degree,4,Female,85,3,4,Manager,2,Married,15640,10039,3,No,17,3,1,1,17,2,1,10,5,7,5
45,1,Travel_Rarely,1300,Sales,29,4,Other,2,Male,32,3,1,Sales Representative,4,Married,5597,17579,4,No,16,3,3,2,5,6,2,1,0,1,1
30,1,Travel_Frequently,1391,Research & Development,3,4,Life Sciences,2,Male,39,3,2,Healthcare Representative,1,Divorced,8403,19413,8,No,12,3,2,2,6,3,3,4,2,4,3
38,0,Travel_Rarely,1268,Sales,9,3,Marketing,2,Female,58,3,4,Manager,4,Single,14896,23219,1,No,12,3,1,2,9,3,2,2,1,0,2
38,0,Travel_Rarely,1388,Research & Development,16,3,Life Sciences,3,Male,37,3,4,Manager,3,Married,15771,10301,1,No,13,3,2,0,19,2,2,15,11,6,5
23,0,Travel_Frequently,823,Research & Development,28,3,Technical Degree,4,Male,34,2,2,Manufacturing Director,3,Married,8345,22115,4,No,24,4,4,0,5,4,4,5,5,4,5
